date,product_id,product_category,units_sold,unit_price,stock_on_hand,reorder_point,is_promotion,discount_pct,day_of_week,month,supplier_lead_days
2022-01-15,P035,Sports,41.0,1718.25,203,76,1,32.3,5,1,5
2022-01-13,P011,Electronics,23.0,6716.17,84,27,0,0.0,3,1,4
2022-12-06,P044,Sports,49.0,2034.9,37,36,0,0.0,1,12,12
2022-12-22,P005,Electronics,33.0,8218.98,149,72,0,0.0,3,12,9
2022-11-29,P049,Apparel,47.0,1136.92,54,23,0,0.0,1,11,8
2023-01-30,P026,Home,13.0,7286.57,76,42,0,0.0,0,1,8
2023-05-09,P035,Sports,27.0,1758.59,232,76,0,0.0,1,5,5
2023-02-20,P028,Apparel,23.0,1092.61,87,51,0,0.0,0,2,8
2022-02-27,P008,Beauty,41.0,2088.21,79,20,0,0.0,6,2,10
2022-06-03,P018,Apparel,28.0,3101.78,83,20,0,0.0,4,6,4
2023-07-25,P018,Apparel,30.0,3178.51,71,20,0,0.0,1,7,4
2023-07-16,P006,Electronics,17.0,10267.06,185,79,0,0.0,6,7,13
2023-06-16,P017,Electronics,19.0,18924.2,73,59,0,0.0,4,6,7
2023-06-16,P041,Electronics,18.0,18573.47,287,68,0,0.0,4,6,2
2022-01-17,P027,Electronics,14.0,11476.81,225,62,0,0.0,0,1,14
2023-03-20,P018,Apparel,24.0,3202.64,64,20,0,0.0,0,3,4
2022-12-11,P042,Apparel,60.0,1197.39,77,31,0,0.0,6,12,8
2022-06-22,P005,Electronics,26.0,8206.08,248,72,0,0.0,2,6,9
2023-12-30,P005,Electronics,31.0,8377.95,202,72,0,0.0,5,12,9
2023-04-26,P049,Apparel,30.0,1116.24,75,23,0,0.0,2,4,8
2022-12-11,P030,Electronics,32.0,23723.7,198,64,0,0.0,6,12,10
2022-10-21,P041,Electronics,15.0,17670.96,77,68,0,0.0,4,10,2
2022-07-10,P039,Home,32.0,2527.57,93,43,0,0.0,6,7,12
2022-10-19,P040,Apparel,45.0,1367.99,188,51,0,0.0,2,10,9
2022-06-23,P018,Apparel,29.0,3106.64,23,20,0,0.0,3,6,4
2023-03-08,P020,Electronics,19.0,18922.98,109,45,1,12.1,2,3,8
2022-11-23,P018,Apparel,43.0,3196.2,19,20,0,0.0,2,11,4
2023-12-13,P029,Apparel,40.0,1268.98,91,41,0,0.0,2,12,13
2023-05-24,P032,Electronics,22.0,7191.46,56,39,0,0.0,2,5,12
2022-12-05,P041,Electronics,25.0,18037.32,260,68,0,0.0,0,12,2
2022-04-03,P036,Beauty,44.0,956.56,43,22,0,0.0,6,4,8
2023-06-26,P021,Apparel,34.0,2715.55,61,58,0,0.0,0,6,12
2023-10-20,P044,Sports,32.0,2114.13,92,36,0,0.0,4,10,12
2023-06-26,P003,Home,21.0,4889.76,376,79,0,0.0,0,6,10
2022-04-12,P036,Beauty,49.0,988.35,35,22,0,0.0,1,4,8
2022-04-18,P030,Electronics,9.0,23937.28,89,64,0,0.0,0,4,10
2022-10-21,P021,Apparel,36.0,2796.24,216,58,0,0.0,4,10,12
2023-08-28,P002,Sports,26.0,5505.64,147,55,0,0.0,0,8,9
2023-06-26,P028,Apparel,28.0,1085.71,55,51,0,0.0,0,6,8
2022-08-03,P024,Electronics,24.0,2675.08,128,58,0,0.0,2,8,2
2023-04-04,P025,Apparel,27.0,1352.55,164,51,0,0.0,1,4,5
2022-04-03,P003,Home,22.0,4963.57,297,79,0,0.0,6,4,10
2022-02-11,P026,Home,23.0,7232.49,53,42,0,0.0,4,2,8
2022-10-04,P024,Electronics,61.0,2702.5,73,58,1,55.0,1,10,2
2022-09-26,P015,Electronics,14.0,11970.48,129,52,0,0.0,0,9,8
2023-02-15,P036,Beauty,23.0,1002.74,54,22,0,0.0,2,2,8
2023-06-03,P037,Electronics,22.0,5763.18,195,46,0,0.0,5,6,10
2022-01-17,P024,Electronics,20.0,2767.96,230,58,0,0.0,0,1,2
2022-02-14,P023,Electronics,19.0,2587.99,72,32,0,0.0,0,2,4
2023-05-06,P045,Electronics,18.0,15862.22,24,21,0,0.0,5,5,13
2023-04-20,P024,Electronics,19.0,2675.59,83,58,0,0.0,3,4,2
2022-08-28,P015,Electronics,19.0,12127.83,168,52,0,0.0,6,8,8
2023-10-21,P024,Electronics,30.0,2722.6,167,58,0,0.0,5,10,2
2023-11-15,P002,Sports,34.0,5769.66,204,55,0,0.0,2,11,9
2022-01-15,P039,Home,36.0,2589.54,148,43,1,18.3,5,1,12
2022-12-19,P006,Electronics,39.0,10128.86,115,79,0,0.0,0,12,13
2023-12-22,P029,Apparel,36.0,1261.44,55,41,0,0.0,4,12,13
2022-03-13,P005,Electronics,19.0,8437.8,110,72,0,0.0,6,3,9
2022-05-15,P033,Electronics,25.0,9356.78,224,74,0,0.0,6,5,13
2023-08-05,P010,Home,19.0,2038.84,199,43,0,0.0,5,8,12
2022-05-25,P048,Apparel,35.0,1890.21,173,51,0,0.0,2,5,7
2023-08-29,P032,Electronics,15.0,7068.51,110,39,0,0.0,1,8,12
2022-02-19,P035,Sports,24.0,1771.45,223,76,0,0.0,5,2,5
2022-07-24,P010,Home,24.0,2024.62,59,43,0,0.0,6,7,12
2023-08-31,P043,Electronics,12.0,13297.82,237,68,0,0.0,3,8,6
2022-08-21,P026,Home,33.0,7406.52,161,42,0,0.0,6,8,8
2022-10-12,P026,Home,31.0,7467.98,91,42,0,0.0,2,10,8
2022-11-19,P030,Electronics,43.0,23570.53,92,64,0,0.0,5,11,10
2023-09-05,P042,Apparel,31.0,1170.37,102,31,0,0.0,1,9,8
2022-03-07,P037,Electronics,13.0,5661.43,152,46,0,0.0,0,3,10
2022-05-22,P050,Electronics,14.0,19464.57,181,78,0,0.0,6,5,2
2023-03-19,P002,Sports,25.0,5736.42,57,55,0,0.0,6,3,9
2022-12-30,P031,Apparel,52.0,716.08,91,47,0,0.0,4,12,13
2023-10-19,P048,Apparel,72.0,1943.94,74,51,1,54.0,3,10,7
2023-06-27,P014,Electronics,11.0,22572.4,129,28,0,0.0,1,6,9
2022-01-29,P038,Electronics,24.0,13529.14,176,52,0,0.0,5,1,4
2023-11-15,P007,Electronics,34.0,14434.01,254,60,0,0.0,2,11,14
2022-07-25,P036,Beauty,35.0,964.11,83,22,0,0.0,0,7,8
2023-05-04,P047,Electronics,17.0,16442.45,27,21,0,0.0,3,5,6
2023-10-29,P035,Sports,37.0,1717.0,238,76,0,0.0,6,10,5
2022-02-22,P012,Sports,17.0,4974.35,272,78,0,0.0,1,2,6
2023-05-05,P014,Electronics,15.0,22986.52,47,28,0,0.0,4,5,9
2023-08-16,P009,Apparel,22.0,3405.82,66,43,0,0.0,2,8,2
2022-05-18,P028,Apparel,24.0,1121.7,81,51,0,0.0,2,5,8
2023-01-28,P019,Apparel,31.0,792.21,57,33,0,0.0,5,1,4
2023-05-30,P021,Apparel,21.0,2839.2,218,58,0,0.0,1,5,12
2022-12-27,P039,Home,24.0,2527.3,77,43,0,0.0,1,12,12
2023-12-14,P022,Electronics,35.0,13874.77,82,34,0,0.0,3,12,11
2023-03-20,P032,Electronics,20.0,6929.5,176,39,0,0.0,0,3,12
2023-10-31,P037,Electronics,24.0,5723.14,130,46,0,0.0,1,10,10
2023-03-19,P016,Electronics,11.0,9022.45,-77,43,0,0.0,6,3,6
2023-12-11,P044,Sports,38.0,2070.78,162,36,0,0.0,0,12,12
2022-05-17,P010,Home,14.0,2125.52,60,43,0,0.0,1,5,12
2022-06-11,P015,Electronics,23.0,12274.04,228,52,0,0.0,5,6,8
2023-01-18,P019,Apparel,20.0,772.42,88,33,0,0.0,2,1,4
2023-09-03,P010,Home,26.0,2125.84,72,43,0,0.0,6,9,12
2023-11-17,P032,Electronics,34.0,6942.82,64,39,0,0.0,4,11,12
2023-04-28,P003,Home,31.0,4764.84,94,79,0,0.0,4,4,10
2022-10-21,P022,Electronics,20.0,14105.05,131,34,0,0.0,4,10,11
2023-10-04,P020,Electronics,25.0,19343.12,99,45,0,0.0,2,10,8
2022-08-02,P036,Beauty,40.0,1006.87,48,22,0,0.0,1,8,8
2022-02-19,P026,Home,29.0,7420.21,90,42,0,0.0,5,2,8
2023-01-21,P032,Electronics,12.0,7044.54,138,39,0,0.0,5,1,12
2022-03-17,P048,Apparel,47.0,1866.94,100,51,1,53.7,3,3,7
2023-03-26,P040,Apparel,31.0,1381.44,121,51,0,0.0,6,3,9
2022-06-13,P008,Beauty,51.0,2021.29,91,20,0,0.0,0,6,10
2023-09-11,P019,Apparel,19.0,775.28,71,33,0,0.0,0,9,4
2023-01-28,P017,Electronics,13.0,19111.7,60,59,0,0.0,5,1,7
2023-01-02,P035,Sports,15.0,1723.35,154,76,0,0.0,0,1,5
2022-03-10,P014,Electronics,16.0,22500.42,38,28,0,0.0,3,3,9
2022-10-30,P031,Apparel,53.0,719.44,68,47,0,0.0,6,10,13
2022-05-22,P006,Electronics,18.0,9942.95,190,79,0,0.0,6,5,13
2022-06-07,P039,Home,28.0,2547.68,140,43,0,0.0,1,6,12
2022-11-24,P040,Apparel,52.0,1374.93,134,51,0,0.0,3,11,9
2023-10-09,P014,Electronics,31.0,22536.26,38,28,0,0.0,0,10,9
2023-09-01,P037,Electronics,13.0,5648.92,74,46,0,0.0,4,9,10
2022-03-23,P023,Electronics,14.0,2557.09,65,32,0,0.0,2,3,4
2023-03-05,P016,Electronics,12.0,9206.16,116,43,0,0.0,6,3,6
2023-02-02,P037,Electronics,17.0,5934.67,205,46,0,0.0,3,2,10
2022-07-09,P023,Electronics,19.0,2634.85,88,32,0,0.0,5,7,4
2022-09-07,P049,Apparel,42.0,1146.08,55,23,0,0.0,2,9,8
2022-10-13,P032,Electronics,23.0,7084.27,152,39,0,0.0,3,10,12
2023-09-23,P047,Electronics,27.0,16181.14,58,21,0,0.0,5,9,6
2022-06-02,P018,Apparel,24.0,3099.84,43,20,0,0.0,3,6,4
2023-10-02,P036,Beauty,54.0,995.54,2,22,0,0.0,0,10,8
2022-01-14,P006,Electronics,26.0,10007.26,325,79,1,21.5,4,1,13
2023-01-22,P024,Electronics,22.0,2757.7,168,58,0,0.0,6,1,2
2022-10-15,P021,Apparel,50.0,2722.93,67,58,0,0.0,5,10,12
2022-05-14,P001,Electronics,27.0,23801.94,109,45,0,0.0,5,5,13
2022-06-23,P047,Electronics,19.0,16856.92,88,21,0,0.0,3,6,6
2023-04-17,P028,Apparel,26.0,1098.08,153,51,0,0.0,0,4,8
2022-08-06,P040,Apparel,39.0,1403.02,81,51,0,0.0,5,8,9
2023-04-06,P022,Electronics,16.0,13766.76,75,34,0,0.0,3,4,11
2022-05-19,P022,Electronics,10.0,137212.7,116,34,0,0.0,3,5,11
2023-04-05,P007,Electronics,13.0,14296.51,219,60,0,0.0,2,4,14
2022-05-23,P041,Electronics,25.0,18607.82,177,68,0,0.0,0,5,2
2022-07-23,P042,Apparel,35.0,1186.85,63,31,0,0.0,5,7,8
2023-11-29,P041,Electronics,26.0,17981.23,291,68,0,0.0,2,11,2
2023-02-01,P029,Apparel,22.0,1325.41,81,41,0,0.0,2,2,13
2022-09-14,P050,Electronics,16.0,19410.91,89,78,0,0.0,2,9,2
2023-04-30,P032,Electronics,28.0,6953.62,110,39,0,0.0,6,4,12
2023-08-02,P033,Electronics,20.0,9236.02,183,74,0,0.0,2,8,13
2022-01-13,P046,Home,23.0,988.35,95,56,0,0.0,3,1,2
2022-01-04,P008,Beauty,27.0,1984.38,86,20,0,0.0,1,1,10
2022-10-31,P010,Home,25.0,2125.22,110,43,0,0.0,0,10,12
2023-05-06,P019,Apparel,38.0,777.61,42,33,0,0.0,5,5,4
2022-03-29,P004,Apparel,30.0,3333.84,133,40,0,0.0,1,3,14
2022-03-10,P026,Home,16.0,7244.58,95,42,0,0.0,3,3,8
2023-09-05,P001,Electronics,13.0,24003.18,92,45,0,0.0,1,9,13
2022-11-02,P007,Electronics,34.0,14789.56,255,60,0,0.0,2,11,14
2022-06-29,P034,Sports,28.0,2448.8,115,52,0,0.0,2,6,2
2023-09-26,P005,Electronics,19.0,8277.81,235,72,0,0.0,1,9,9
2023-07-14,P017,Electronics,16.0,18294.79,262,59,0,0.0,4,7,7
2023-11-11,P032,Electronics,41.0,6954.17,147,39,0,0.0,5,11,12
2022-05-06,P031,Apparel,27.0,718.04,157,47,0,0.0,4,5,13
2023-11-20,P011,Electronics,29.0,6713.35,41,27,0,0.0,0,11,4
2023-12-05,P008,Beauty,65.0,2071.36,12,20,0,0.0,1,12,10
2023-12-15,P015,Electronics,23.0,12383.31,81,52,0,0.0,4,12,8
2023-09-29,P046,Home,26.0,9702.4,204,56,0,0.0,4,9,2
2023-01-30,P003,Home,26.0,4917.17,224,79,0,0.0,0,1,10
2023-10-08,P033,Electronics,32.0,9365.99,82,74,0,0.0,6,10,13
2022-05-18,P029,Apparel,27.0,1311.78,130,41,0,0.0,2,5,13
2022-11-08,P043,Electronics,24.0,13561.21,290,68,0,0.0,1,11,6
2022-08-10,P027,Electronics,17.0,11118.06,162,62,0,0.0,2,8,14
2023-11-13,P048,Apparel,58.0,1865.9,213,51,1,12.4,0,11,7
2022-07-26,P003,Home,19.0,4826.01,344,79,0,0.0,1,7,10
2022-09-17,P042,Apparel,42.0,1172.32,82,31,0,0.0,5,9,8
2022-01-11,P004,Apparel,23.0,3404.8,-138,40,0,0.0,1,1,14
2023-10-09,P043,Electronics,23.0,13740.94,71,68,0,0.0,0,10,6
2023-02-18,P041,Electronics,21.0,183233.30000000002,135,68,0,0.0,5,2,2
2022-03-14,P013,Beauty,36.0,23037.0,143,77,0,0.0,0,3,10
2022-01-09,P042,Apparel,29.0,1204.52,63,31,0,0.0,6,1,8
2022-04-14,P039,Home,18.0,2619.19,88,43,0,0.0,3,4,12
2022-11-01,P047,Electronics,25.0,16257.45,70,21,0,0.0,1,11,6
2023-07-01,P010,Home,19.0,2099.44,143,43,0,0.0,5,7,12
2023-06-22,P047,Electronics,21.0,16933.6,63,21,0,0.0,3,6,6
2023-04-19,P043,Electronics,13.0,13129.38,240,68,0,0.0,2,4,6
2022-07-07,P048,Apparel,23.0,1945.8,136,51,0,0.0,3,7,7
2022-04-20,P006,Electronics,20.0,10417.17,305,79,0,0.0,2,4,13
2022-04-12,P009,Apparel,22.0,3552.11,84,43,0,0.0,1,4,2
2022-07-18,P010,Home,26.0,2040.36,83,43,0,0.0,0,7,12
2022-02-03,P014,Electronics,15.0,23708.76,32,28,0,0.0,3,2,9
2022-10-21,P039,Home,30.0,2651.14,127,43,0,0.0,4,10,12
2022-02-22,P028,Apparel,32.0,1076.33,129,51,0,0.0,1,2,8
2022-05-22,P019,Apparel,32.0,779.98,104,33,0,0.0,6,5,4
2023-01-02,P003,Home,15.0,4835.2,331,79,0,0.0,0,1,10
2023-09-09,P043,Electronics,17.0,13525.87,220,68,0,0.0,5,9,6
2023-05-25,P019,Apparel,21.0,748.88,89,33,0,0.0,3,5,4
2023-04-01,P041,Electronics,26.0,18670.67,269,68,0,0.0,5,4,2
2023-05-19,P028,Apparel,26.0,1135.16,164,51,0,0.0,4,5,8
2022-02-13,P040,Apparel,25.0,1416.29,186,51,0,0.0,6,2,9
2023-01-28,P030,Electronics,14.0,23152.18,172,64,0,0.0,5,1,10
2023-12-04,P019,Apparel,57.0,793.86,55,33,0,0.0,0,12,4
2023-10-18,P016,Electronics,31.0,8998.59,47,43,1,34.9,2,10,6
2023-10-31,P040,Apparel,36.0,1395.84,169,51,0,0.0,1,10,9
2022-11-06,P012,Sports,45.0,4952.8,186,78,0,0.0,6,11,6
2022-07-02,P027,Electronics,27.0,11535.9,185,62,0,0.0,5,7,14
2022-10-24,P034,Sports,64.0,2431.94,110,52,1,56.2,0,10,2
2022-09-30,P002,Sports,29.0,5504.25,87,55,0,0.0,4,9,9
2023-02-27,P012,Sports,20.0,4933.65,301,78,0,0.0,0,2,6
2022-12-10,P046,Home,39.0,995.29,110,56,0,0.0,5,12,2
2022-09-28,P018,Apparel,33.0,3115.21,35,20,0,0.0,2,9,4
2023-12-15,P020,Electronics,21.0,18925.28,96,45,0,0.0,4,12,8
2022-01-18,P036,Beauty,34.0,972.51,91,22,0,0.0,1,1,8
2022-04-30,P003,Home,22.0,4688.32,120,79,0,0.0,5,4,10
2022-04-16,P047,Electronics,24.0,16894.57,26,21,0,0.0,5,4,6
2022-06-14,P017,Electronics,14.0,18982.51,269,59,0,0.0,1,6,7
2022-12-20,P002,Sports,34.0,5617.65,169,55,0,0.0,1,12,9
2022-07-26,P036,Beauty,39.0,990.86,44,22,0,0.0,1,7,8
2023-04-07,P048,Apparel,31.0,1923.07,54,51,0,0.0,4,4,7
2023-10-14,P022,Electronics,26.0,14328.94,36,34,0,0.0,5,10,11
2023-01-25,P021,Apparel,32.0,2856.95,213,58,0,0.0,2,1,12
2022-10-13,P050,Electronics,31.0,20019.92,134,78,0,0.0,3,10,2
2022-03-29,P022,Electronics,20.0,13851.97,44,34,0,0.0,1,3,11
2022-09-03,P041,Electronics,24.0,17819.42,257,68,0,0.0,5,9,2
2023-08-03,P021,Apparel,30.0,2758.29,222,58,0,0.0,3,8,12
2023-11-13,P004,Apparel,93.0,3350.48,115,40,1,53.0,0,11,14
2023-03-16,P041,Electronics,8.0,18432.42,295,68,0,0.0,3,3,2
2023-10-29,P034,Sports,39.0,2436.01,77,52,0,0.0,6,10,2
2022-08-04,P029,Apparel,24.0,1307.32,140,41,0,0.0,3,8,13
2022-07-08,P035,Sports,20.0,1719.2,121,76,0,0.0,4,7,5
2023-11-14,P019,Apparel,105.0,782.17,51,33,1,59.8,1,11,4
2023-08-28,P024,Electronics,17.0,2669.31,194,58,0,0.0,0,8,2
2022-02-26,P045,Electronics,26.0,15943.09,59,21,0,0.0,5,2,13
2023-12-02,P047,Electronics,30.0,16104.07,29,21,0,0.0,5,12,6
2023-01-11,P046,Home,17.0,991.29,117,56,0,0.0,2,1,2
2023-12-13,P009,Apparel,50.0,3391.81,126,43,0,0.0,2,12,2
2023-04-11,P020,Electronics,17.0,18956.52,153,45,0,0.0,1,4,8
2023-11-21,P010,Home,32.0,2073.62,162,43,0,0.0,1,11,12
2023-10-12,P028,Apparel,49.0,1078.03,60,51,0,0.0,3,10,8
2022-04-14,P016,Electronics,24.0,9167.5,122,43,0,0.0,3,4,6
2023-05-22,P042,Apparel,29.0,1214.58,111,31,0,0.0,0,5,8
2022-01-29,P010,Home,19.0,2043.08,124,43,0,0.0,5,1,12
2022-09-02,P037,Electronics,14.0,5768.85,96,46,0,0.0,4,9,10
2023-05-20,P016,Electronics,23.0,9030.53,95,43,0,0.0,5,5,6
2022-05-11,P004,Apparel,32.0,3478.26,104,40,0,0.0,2,5,14
2022-09-20,P035,Sports,31.0,1713.26,121,76,0,0.0,1,9,5
2022-05-21,P031,Apparel,36.0,724.89,112,47,0,0.0,5,5,13
2022-01-07,P007,Electronics,21.0,14637.64,65,60,0,0.0,4,1,14
2023-03-13,P001,Electronics,9.0,24389.41,122,45,0,0.0,0,3,13
2022-02-03,P016,Electronics,13.0,9148.38,91,43,0,0.0,3,2,6
2022-05-13,P003,Home,23.0,4965.06,193,79,0,0.0,4,5,10
2023-08-07,P050,Electronics,20.0,19526.09,217,78,0,0.0,0,8,2
2022-08-17,P002,Sports,28.0,5592.08,252,55,0,0.0,2,8,9
2023-03-31,P050,Electronics,9.0,19480.61,158,78,0,0.0,4,3,2
2022-09-14,P028,Apparel,31.0,1077.1,110,51,0,0.0,2,9,8
2023-01-22,P018,Apparel,22.0,3129.86,35,20,0,0.0,6,1,4
2023-01-05,P043,Electronics,11.0,13388.32,291,68,0,0.0,3,1,6
2022-07-04,P019,Apparel,32.0,758.94,48,33,0,0.0,0,7,4
2022-05-07,P013,Beauty,50.0,2259.85,151,77,0,0.0,5,5,10
2023-01-10,P002,Sports,27.0,5797.87,137,55,0,0.0,1,1,9
2022-05-17,P035,Sports,22.0,1755.94,92,76,0,0.0,1,5,5
2023-03-19,P036,Beauty,45.0,990.31,26,22,0,0.0,6,3,8
2022-12-27,P049,Apparel,38.0,1183.22,84,23,0,0.0,1,12,8
2022-07-18,P021,Apparel,25.0,2768.63,133,58,0,0.0,0,7,12
2023-11-04,P049,Apparel,62.0,1158.38,48,23,0,0.0,5,11,8
2023-12-12,P029,Apparel,57.0,1266.18,131,41,0,0.0,1,12,13
2023-06-07,P011,Electronics,21.0,6651.78,61,27,0,0.0,2,6,4
2022-06-07,P041,Electronics,16.0,17903.76,111,68,0,0.0,1,6,2
2023-09-18,P031,Apparel,36.0,742.21,185,47,0,0.0,0,9,13
2022-03-13,P039,Home,27.0,2582.56,121,43,0,0.0,6,3,12
2023-03-01,P048,Apparel,28.0,1923.98,86,51,0,0.0,2,3,7
2022-12-27,P018,Apparel,49.0,3205.66,75,20,0,0.0,1,12,4
2023-12-18,P030,Electronics,26.0,22758.18,74,64,0,0.0,0,12,10
2023-01-07,P004,Apparel,25.0,3475.12,78,40,0,0.0,5,1,14
2023-10-20,P022,Electronics,19.0,14072.56,111,34,0,0.0,4,10,11
2022-03-01,P048,Apparel,27.0,1949.55,191,51,0,0.0,1,3,7
2022-07-28,P050,Electronics,18.0,19153.87,288,78,0,0.0,3,7,2
2022-02-01,P010,Home,12.0,2029.73,112,43,0,0.0,1,2,12
2023-11-06,P016,Electronics,24.0,9128.13,87,43,0,0.0,0,11,6
2022-12-01,P017,Electronics,19.0,19002.05,181,59,0,0.0,3,12,7
2022-07-25,P029,Apparel,25.0,1312.84,84,41,0,0.0,0,7,13
2022-09-13,P039,Home,26.0,2648.0,138,43,0,0.0,1,9,12
2023-08-31,P020,Electronics,20.0,19334.6,49,45,0,0.0,3,8,8
2022-01-13,P029,Apparel,16.0,1301.31,182,41,0,0.0,3,1,13
2023-05-31,P043,Electronics,13.0,13283.93,191,68,0,0.0,2,5,6
2022-06-09,P015,Electronics,19.0,12139.18,92,52,0,0.0,3,6,8
2022-04-21,P041,Electronics,17.0,18424.84,190,68,0,0.0,3,4,2
2023-12-29,P019,Apparel,47.0,768.42,60,33,0,0.0,4,12,4
2022-08-07,P019,Apparel,34.0,778.86,72,33,0,0.0,6,8,4
2023-10-25,P049,Apparel,43.0,1119.29,51,23,0,0.0,2,10,8
2023-10-10,P005,Electronics,34.0,8066.06,134,72,0,0.0,1,10,9
2023-07-14,P022,Electronics,14.0,13872.95,36,34,0,0.0,4,7,11
2022-10-21,P023,Electronics,24.0,2538.69,103,32,0,0.0,4,10,4
2022-04-29,P003,Home,24.0,4821.18,142,79,0,0.0,4,4,10
2023-02-26,P003,Home,22.0,4758.89,142,79,0,0.0,6,2,10
2023-12-22,P011,Electronics,17.0,6714.38,44,27,0,0.0,4,12,4
2022-02-19,P009,Apparel,25.0,3480.74,87,43,0,0.0,5,2,2
2023-01-16,P042,Apparel,31.0,1207.19,91,31,1,14.5,0,1,8
2023-10-27,P025,Apparel,33.0,1392.64,134,51,0,0.0,4,10,5
2023-12-06,P018,Apparel,39.0,3205.57,29,20,0,0.0,2,12,4
2022-03-08,P012,Sports,19.0,4719.11,176,78,0,0.0,1,3,6
2022-02-26,P004,Apparel,26.0,3296.47,46,40,0,0.0,5,2,14
2022-09-07,P017,Electronics,20.0,19156.24,62,59,0,0.0,2,9,7
2022-05-21,P034,Sports,34.0,2453.84,100,52,0,0.0,5,5,2
2022-01-17,P013,Beauty,33.0,2339.7,80,77,0,0.0,0,1,10
2023-05-21,P019,Apparel,33.0,772.99,110,33,0,0.0,6,5,4
2023-09-26,P002,Sports,22.0,5659.92,190,55,0,0.0,1,9,9
2022-12-18,P013,Beauty,74.0,2374.93,246,77,0,0.0,6,12,10
2023-12-26,P050,Electronics,54.0,19178.29,115,78,1,59.5,1,12,2
2022-03-12,P048,Apparel,24.0,1943.63,147,51,0,0.0,5,3,7
2022-05-19,P006,Electronics,23.0,10029.63,208,79,0,0.0,3,5,13
2022-08-17,P046,Home,19.0,953.25,185,56,0,0.0,2,8,2
2023-06-19,P013,Beauty,41.0,2329.77,209,77,0,0.0,0,6,10
2023-06-02,P048,Apparel,36.0,1874.37,135,51,0,0.0,4,6,7
2022-02-28,P046,Home,19.0,966.44,193,56,0,0.0,0,2,2
2023-01-01,P016,Electronics,20.0,9088.08,147,43,0,0.0,6,1,6
2023-03-21,P044,Sports,25.0,2040.81,70,36,0,0.0,1,3,12
2023-02-28,P044,Sports,19.0,2039.0,83,36,0,0.0,1,2,12
2022-10-28,P045,Electronics,27.0,15763.63,83,21,0,0.0,4,10,13
2022-03-25,P038,Electronics,13.0,13518.36,106,52,0,0.0,4,3,4
2023-12-10,P021,Apparel,68.0,2785.05,211,58,0,0.0,6,12,12
2022-04-30,P035,Sports,27.0,1757.24,197,76,0,0.0,5,4,5
2022-10-10,P044,Sports,37.0,20485.8,147,36,0,0.0,0,10,12
2022-07-08,P005,Electronics,19.0,8281.93,166,72,0,0.0,4,7,9
2022-11-07,P034,Sports,50.0,2466.43,157,52,0,0.0,0,11,2
2023-12-27,P037,Electronics,21.0,5722.9,151,46,0,0.0,2,12,10
2022-08-31,P002,Sports,21.0,5577.55,207,55,0,0.0,2,8,9
2022-09-30,P031,Apparel,24.0,710.45,66,47,0,0.0,4,9,13
2023-08-08,P012,Sports,28.0,4971.43,344,78,0,0.0,1,8,6
2022-08-13,P026,Home,21.0,7200.25,55,42,0,0.0,5,8,8
2023-10-14,P020,Electronics,39.0,19396.15,60,45,0,0.0,5,10,8
2023-05-03,P049,Apparel,39.0,1125.1,36,23,0,0.0,2,5,8
2022-09-06,P014,Electronics,21.0,23075.46,67,28,0,0.0,1,9,9
2022-12-07,P001,Electronics,19.0,24684.86,127,45,0,0.0,2,12,13
2022-02-09,P047,Electronics,19.0,17038.47,24,21,0,0.0,2,2,6
2023-12-12,P016,Electronics,35.0,9313.55,160,43,0,0.0,1,12,6
2023-09-25,P007,Electronics,19.0,14518.71,124,60,0,0.0,0,9,14
2022-10-20,P017,Electronics,21.0,18862.92,89,59,0,0.0,3,10,7
2022-09-18,P021,Apparel,29.0,2808.32,158,58,0,0.0,6,9,12
2023-09-17,P029,Apparel,32.0,1284.62,53,41,0,0.0,6,9,13
2022-09-14,P004,Apparel,24.0,3393.14,50,40,0,0.0,2,9,14
2022-12-12,P019,Apparel,39.0,758.02,67,33,0,0.0,0,12,4
2023-03-19,P039,Home,20.0,2526.37,46,43,0,0.0,6,3,12
2023-11-02,P040,Apparel,45.0,1361.94,124,51,0,0.0,3,11,9
2022-03-26,P011,Electronics,23.0,6735.17,34,27,0,0.0,5,3,4
2022-03-31,P001,Electronics,18.0,24628.2,115,45,0,0.0,3,3,13
2022-02-02,P021,Apparel,22.0,2732.1,78,58,0,0.0,2,2,12
2023-09-28,P027,Electronics,17.0,11559.92,130,62,0,0.0,3,9,14
2022-02-05,P045,Electronics,19.0,16445.78,59,21,0,0.0,5,2,13
2023-05-27,P028,Apparel,40.0,1125.47,124,51,0,0.0,5,5,8
2023-07-18,P014,Electronics,21.0,23273.47,42,28,0,0.0,1,7,9
2022-10-08,P030,Electronics,24.0,22949.32,101,64,0,0.0,5,10,10
2022-12-11,P050,Electronics,47.0,19560.35,134,78,0,0.0,6,12,2
2023-10-23,P041,Electronics,23.0,18651.93,240,68,0,0.0,0,10,2
2023-09-11,P038,Electronics,23.0,12912.61,194,52,0,0.0,0,9,4
2023-07-03,P050,Electronics,12.0,19031.56,259,78,0,0.0,0,7,2
2023-05-21,P003,Home,13.0,4877.29,259,79,0,0.0,6,5,10
2023-09-08,P014,Electronics,17.0,23510.55,63,28,0,0.0,4,9,9
2022-07-24,P045,Electronics,22.0,15889.41,96,21,0,0.0,6,7,13
2022-01-09,P003,Home,29.0,4832.82,378,79,0,0.0,6,1,10
2023-10-15,P006,Electronics,52.0,9918.38,305,79,1,21.5,6,10,13
